date,date,source,title,sentiment_label,sentiment_score,open,high,low,close,volume,trading_day,candidate
2017-11-06,2017-11-06,articles.economictimes.indiatimes.com,Market Now : Check out the stocks that zoomed 20 % today,negative,-0.27413445711135864,10451.7998046875,10451.7998046875,10490.4501953125,10413.75,193600,True,2017-11-06
2017-11-06,2017-11-06,economictimes.indiatimes.com,Market Now : Check out the stocks that zoomed 20 % today,positive,0.868632435798645,10451.7998046875,10451.7998046875,10490.4501953125,10413.75,193600,True,2017-11-06
2017-11-07,2017-11-07,articles.economictimes.indiatimes.com,Top gainers and losers of Tuesday session,negative,-0.27413445711135864,10350.150390625,10350.150390625,10485.75,10340.7998046875,286900,True,2017-11-07
2017-11-07,2017-11-07,economictimes.indiatimes.com,Sensex : Top gainers and losers of Tuesday session,positive,0.7841107845306396,10350.150390625,10350.150390625,10485.75,10340.7998046875,286900,True,2017-11-07
2017-11-08,2017-11-08,articles.economictimes.indiatimes.com,Market Now : Nifty Pharma index up 2 %; Cipla surges 5 % ,negative,-0.27413445711135864,10303.150390625,10303.150390625,10384.25,10285.5,274500,True,2017-11-08
2017-11-08,2017-11-08,economictimes.indiatimes.com,Cipla : Market Now : Nifty Pharma index up 2 %; Cipla surges 5 % ,positive,0.8415859341621399,10303.150390625,10303.150390625,10384.25,10285.5,274500,True,2017-11-08
2017-11-09,2017-11-09,economictimes.indiatimes.com,60 stocks hit fresh 52,positive,0.8794804215431213,10308.9501953125,10308.9501953125,10368.4501953125,10266.9501953125,240200,True,2017-11-09
2017-11-09,2017-11-09,economictimes.indiatimes.com,Most active stocks in terms of value on NSE on Thursday,positive,0.8939143419265747,10308.9501953125,10308.9501953125,10368.4501953125,10266.9501953125,240200,True,2017-11-09
2017-11-13,2017-11-13,economictimes.indiatimes.com,Top gainers and losers of Monday session,positive,0.868632435798645,10224.9501953125,10224.9501953125,10334.150390625,10216.25,210300,True,2017-11-13
2017-11-13,2017-11-13,www.business-standard.com,NSE crosses USD 100 Million in a single day,positive,0.9228163957595825,10224.9501953125,10224.9501953125,10334.150390625,10216.25,210300,True,2017-11-13
2017-11-15,2017-11-15,economictimes.indiatimes.com,"Sun Pharma : Market Now : Sun Pharma , SBI among most active stocks in terms of value",positive,0.431806743144989,10118.0498046875,10118.0498046875,10175.4501953125,10094.0,207400,True,2017-11-15
2017-11-15,2017-11-15,articles.economictimes.indiatimes.com,"Market Now : Sun Pharma , SBI among most active stocks in terms of value",negative,-0.27413445711135864,10118.0498046875,10118.0498046875,10175.4501953125,10094.0,207400,True,2017-11-15
2017-11-16,2017-11-16,economictimes.indiatimes.com,"nifty : Sensex , Nifty close on a high ; these stocks surged up to 20 % ",positive,0.8589199781417847,10214.75,10214.75,10232.25,10139.2001953125,182600,True,2017-11-16
2017-11-17,2017-11-17,www.business-standard.com,"Nifty extends gains as Moody upgrade , up 69 points",positive,0.9153345227241516,10283.599609375,10283.599609375,10343.599609375,10268.0498046875,203300,True,2017-11-17
2017-11-20,2017-11-20,www.business-standard.com,NSE IISL launches SME Emerge index,positive,0.8672491908073425,10298.75,10298.75,10309.849609375,10261.5,147200,True,2017-11-20
2017-11-20,2017-11-20,in.reuters.com,Sensex edges higher ; energy stocks gain,negative,-0.39259153604507446,10298.75,10298.75,10309.849609375,10261.5,147200,True,2017-11-20
2017-11-20,2017-11-20,www.business-standard.com,NSE arm launches SME Index to track firms on Emerge platform,positive,0.9160271286964417,10298.75,10298.75,10309.849609375,10261.5,147200,True,2017-11-20
2017-11-20,2017-11-20,economictimes.indiatimes.com,"Tata Power : Market Now : Tata Power , DLF most traded stocks",positive,0.8885008692741394,10298.75,10298.75,10309.849609375,10261.5,147200,True,2017-11-20
2017-11-20,2017-11-20,www.business-standard.com,Sensex edges higher ; energy stocks gain,positive,0.7343395948410034,10298.75,10298.75,10309.849609375,10261.5,147200,True,2017-11-20
2017-11-20,2017-11-20,economictimes.indiatimes.com,"State Bank Of India : Market Now : L & T , SBI among most active stocks in terms of value",positive,0.8765989542007446,10298.75,10298.75,10309.849609375,10261.5,147200,True,2017-11-20
2017-11-21,2017-11-21,economictimes.indiatimes.com,"Tata Power : Market Now : Tata Power , Idea Cellular among most traded stocks",positive,0.8794804215431213,10326.900390625,10326.900390625,10358.7001953125,10315.0498046875,186100,True,2017-11-21
2017-11-21,2017-11-21,economictimes.indiatimes.com,"Reliance Industries : Market Now : Kotak Mahindra Bank , RIL , Bharti Airtel most active stocks in terms of value",positive,0.8885008692741394,10326.900390625,10326.900390625,10358.7001953125,10315.0498046875,186100,True,2017-11-21
2017-11-30,2017-11-30,www.business-standard.com,NSE group firm launches Nifty LargeMidcap 250 index,positive,0.9160810112953186,10226.5498046875,10226.5498046875,10332.7001953125,10211.25,342500,True,2017-11-30
2017-12-08,2017-12-08,www.business-standard.com,"Nifty settles above 10 , 250 mark , global leads run up",positive,0.9157625436782837,10265.650390625,10265.650390625,10270.849609375,10195.25,200000,True,2017-12-08
2017-12-13,2017-12-13,economictimes.indiatimes.com,Market Now : Over 10 stocks hit fresh 52,positive,0.8415285348892212,10192.9501953125,10192.9501953125,10296.5498046875,10169.849609375,181600,True,2017-12-13
2017-12-14,2017-12-14,www.livemint.com,"Markets LIVE : Sensex , Nifty trade lower , Tata Communications shares rise 5 % ",positive,0.9085354208946228,10252.099609375,10252.099609375,10276.099609375,10141.5498046875,154300,True,2017-12-14
2017-12-14,2017-12-14,economictimes.indiatimes.com,"Tata Consultancy Services : Market Now : TCS , Maruti Suzuki among most active stocks in terms of value",positive,0.7858051061630249,10252.099609375,10252.099609375,10276.099609375,10141.5498046875,154300,True,2017-12-14
2017-12-15,2017-12-15,economictimes.indiatimes.com,Top gainers and losers of Friday session,positive,0.8659282922744751,10333.25,10333.25,10373.099609375,10319.650390625,255100,True,2017-12-15
2017-12-15,2017-12-15,economictimes.indiatimes.com,Sensex : D,positive,0.8302187919616699,10333.25,10333.25,10373.099609375,10319.650390625,255100,True,2017-12-15
2017-12-18,2017-12-18,economictimes.indiatimes.com,Top gainers and losers of Monday session,positive,0.8727982640266418,10388.75,10388.75,10443.5498046875,10074.7998046875,230400,True,2017-12-18
2017-12-18,2017-12-18,articles.economictimes.indiatimes.com,Top gainers and losers of Monday session,negative,-0.27413445711135864,10388.75,10388.75,10443.5498046875,10074.7998046875,230400,True,2017-12-18
2017-12-20,2017-12-20,economictimes.indiatimes.com,Sensex : Top gainers and losers of Tuesday session,positive,0.8604815006256104,10444.2001953125,10444.2001953125,10494.4501953125,10437.150390625,175200,True,2017-12-20
2018-03-26,2018-03-26,economictimes.indiatimes.com,Market Now : Over 210 stocks hit fresh 52 - week lows on NSE,positive,0.7854276895523071,10130.650390625,10130.650390625,10143.5,9958.5498046875,262600,True,2018-03-26
2018-03-26,2018-03-26,articles.economictimes.indiatimes.com,Market Now : Over 210 stocks hit fresh 52 - week lows on NSE,negative,-0.27413445711135864,10130.650390625,10130.650390625,10143.5,9958.5498046875,262600,True,2018-03-26
2018-03-27,2018-03-27,economictimes.indiatimes.com,"Market Now : Over 100 stocks defy market sentiment , hit 52 - week lows",positive,0.8893166184425354,10184.150390625,10184.150390625,10207.900390625,10139.650390625,225700,True,2018-03-27
2018-03-28,2018-03-28,economictimes.indiatimes.com,"PNB : Market Now : PNB , SBI among most traded stocks on NSE",positive,0.7854276895523071,10113.7001953125,10113.7001953125,10158.349609375,10096.900390625,344400,True,2018-03-28
2018-03-28,2018-03-28,articles.economictimes.indiatimes.com,"Market Now : PNB , SBI among most traded stocks on NSE",negative,-0.27413445711135864,10113.7001953125,10113.7001953125,10158.349609375,10096.900390625,344400,True,2018-03-28
2018-03-28,2018-03-28,economictimes.indiatimes.com,Market Now : Over 80 stocks hit fresh 52 - week lows on NSE,positive,0.8302187919616699,10113.7001953125,10113.7001953125,10158.349609375,10096.900390625,344400,True,2018-03-28
2018-03-28,2018-03-28,articles.economictimes.indiatimes.com,Market Now : Over 80 stocks hit fresh 52 - week lows on NSE,negative,-0.27413445711135864,10113.7001953125,10113.7001953125,10158.349609375,10096.900390625,344400,True,2018-03-28
2018-04-02,2018-04-02,economictimes.indiatimes.com,"Market Now : Over 60 stocks defy market sentiment , hit fresh 52 - week lows on NSE",positive,0.8415859341621399,10211.7998046875,10211.7998046875,10220.099609375,10127.75,225400,True,2018-04-02
2018-04-02,2018-04-02,articles.economictimes.indiatimes.com,"Market Now : Over 60 stocks defy market sentiment , hit fresh 52 - week lows on NSE",negative,-0.27413445711135864,10211.7998046875,10211.7998046875,10220.099609375,10127.75,225400,True,2018-04-02
2018-04-06,2018-04-06,economictimes.indiatimes.com,Market Now : Over 20 stocks hit fresh 52 - week lows on NSE,positive,0.8604815006256104,10331.599609375,10331.599609375,10350.4501953125,10290.849609375,200200,True,2018-04-06
2018-04-06,2018-04-06,articles.economictimes.indiatimes.com,Market Now : Over 20 stocks hit fresh 52 - week lows on NSE,negative,-0.27413445711135864,10331.599609375,10331.599609375,10350.4501953125,10290.849609375,200200,True,2018-04-06
2018-04-11,2018-04-11,articles.economictimes.indiatimes.com,"Market Now : Over 20 stocks defy cautious market sentiment , hit fresh 52 - week highs",negative,-0.27413445711135864,10417.150390625,10417.150390625,10428.150390625,10355.599609375,250400,True,2018-04-11
2018-04-11,2018-04-11,economictimes.indiatimes.com,Stocks to Buy,positive,0.8415859341621399,10417.150390625,10417.150390625,10428.150390625,10355.599609375,250400,True,2018-04-11
2018-04-11,2018-04-11,www.livemint.com,"SGX bypasses India ban , to continue trading Nifty futures by another name",positive,0.9056553244590759,10417.150390625,10417.150390625,10428.150390625,10355.599609375,250400,True,2018-04-11
2018-04-12,2018-04-12,economictimes.indiatimes.com,Singapore Exchange Ltd : SGX to offer Indian stock - based derivatives,positive,0.8659282922744751,10458.650390625,10458.650390625,10469.900390625,10395.25,238600,True,2018-04-12
2018-04-12,2018-04-12,articles.economictimes.indiatimes.com,SGX to offer Indian stock - based derivatives,negative,-0.27413445711135864,10458.650390625,10458.650390625,10469.900390625,10395.25,238600,True,2018-04-12
2018-04-12,2018-04-12,articles.economictimes.indiatimes.com,Market Now : Check out the stocks that cracked over 6 % on NSE,negative,-0.27413445711135864,10458.650390625,10458.650390625,10469.900390625,10395.25,238600,True,2018-04-12
2018-04-12,2018-04-12,articles.economictimes.indiatimes.com,Market Now : Over 20 stocks hit fresh 52 - week lows on NSE,negative,-0.6978996992111206,10458.650390625,10458.650390625,10469.900390625,10395.25,238600,True,2018-04-12
2018-04-12,2018-04-12,economictimes.indiatimes.com,NSE Stocks,positive,0.7578402757644653,10458.650390625,10458.650390625,10469.900390625,10395.25,238600,True,2018-04-12
2018-04-12,2018-04-12,economictimes.indiatimes.com,"Jubilant FoodWorks : Market Now : Jubilant Foodworks , MRF , Titan among stocks that hit 52 - week highs",positive,0.7854276895523071,10458.650390625,10458.650390625,10469.900390625,10395.25,238600,True,2018-04-12
2018-04-12,2018-04-12,economictimes.indiatimes.com,Market Now : Over 20 stocks hit fresh 52 - week lows on NSE,positive,0.8331441879272461,10458.650390625,10458.650390625,10469.900390625,10395.25,238600,True,2018-04-12
2018-04-12,2018-04-12,articles.economictimes.indiatimes.com,"Market Now : Jubilant Foodworks , MRF , Titan among stocks that hit 52 - week highs",negative,-0.6978996992111206,10458.650390625,10458.650390625,10469.900390625,10395.25,238600,True,2018-04-12
2018-04-13,2018-04-13,www.livemint.com,The legality of SGX Nifty ( or should we say shifty ?) move,positive,0.450252890586853,10480.599609375,10480.599609375,10519.900390625,10451.4501953125,213100,True,2018-04-13
2018-04-13,2018-04-13,economictimes.indiatimes.com,SGX : Singapore Nifty giraffe beats India data ban by a neck,positive,0.7315583229064941,10480.599609375,10480.599609375,10519.900390625,10451.4501953125,213100,True,2018-04-13
2018-04-13,2018-04-13,economictimes.indiatimes.com,Infosys Share Price,positive,0.8879712224006653,10480.599609375,10480.599609375,10519.900390625,10451.4501953125,213100,True,2018-04-13
2018-04-16,2018-04-16,economictimes.indiatimes.com,NSE : Market Now : Over 25 stocks hit fresh 52 - week lows on NSE,positive,0.8411936163902283,10528.349609375,10528.349609375,10540.150390625,10396.349609375,195000,True,2018-04-16
2018-04-16,2018-04-16,articles.economictimes.indiatimes.com,"Market Now : Sensex , Nifty trade lower ; these are the top losers on NSE",negative,-0.6978996992111206,10528.349609375,10528.349609375,10540.150390625,10396.349609375,195000,True,2018-04-16
2018-04-16,2018-04-16,articles.economictimes.indiatimes.com,"Market Now : Over 25 stocks defy subdued market mood , hit fresh 52 - week highs",negative,-0.6978996992111206,10528.349609375,10528.349609375,10540.150390625,10396.349609375,195000,True,2018-04-16
2018-04-16,2018-04-16,economictimes.indiatimes.com,Stocks,positive,0.8411936163902283,10528.349609375,10528.349609375,10540.150390625,10396.349609375,195000,True,2018-04-16
2018-04-16,2018-04-16,economictimes.indiatimes.com,"Market Now : Sensex , Nifty trade lower ; these are the top losers on NSE",positive,0.7470061779022217,10528.349609375,10528.349609375,10540.150390625,10396.349609375,195000,True,2018-04-16
2018-04-16,2018-04-16,articles.economictimes.indiatimes.com,Market Now : Over 25 stocks hit fresh 52 - week lows on NSE,negative,-0.6978996992111206,10528.349609375,10528.349609375,10540.150390625,10396.349609375,195000,True,2018-04-16
2018-04-17,2018-04-17,economictimes.indiatimes.com,Market Now : Check out the stocks that hit fresh 52 - week highs on NSE,positive,0.8885008692741394,10548.7001953125,10548.7001953125,10560.4501953125,10495.650390625,206100,True,2018-04-17
2018-04-20,2018-04-20,articles.economictimes.indiatimes.com,"Market Now : PNB , Hindalco among most traded stocks on NSE",negative,-0.6978996992111206,10564.0498046875,10564.0498046875,10582.349609375,10527.4501953125,244600,True,2018-04-20
2018-04-20,2018-04-20,economictimes.indiatimes.com,"PNB : Market Now : PNB , Hindalco among most traded stocks on NSE",positive,0.8798575401306152,10564.0498046875,10564.0498046875,10582.349609375,10527.4501953125,244600,True,2018-04-20
2018-04-20,2018-04-20,economictimes.indiatimes.com,Market Now : Check out the stocks that cracked up to 14 % on NSE,positive,0.8411936163902283,10564.0498046875,10564.0498046875,10582.349609375,10527.4501953125,244600,True,2018-04-20
2018-04-20,2018-04-20,economictimes.indiatimes.com,"Market Now : Over 30 stocks defy bearish market mood , hit fresh 52 - week highs on NSE",positive,0.7849092483520508,10564.0498046875,10564.0498046875,10582.349609375,10527.4501953125,244600,True,2018-04-20
2018-04-20,2018-04-20,economictimes.indiatimes.com,Market Now : Over 30 stocks hit fresh 52 - week lows on NSE,positive,0.889869749546051,10564.0498046875,10564.0498046875,10582.349609375,10527.4501953125,244600,True,2018-04-20
2018-04-23,2018-04-23,www.business-standard.com,Aurobindo Pharma Ltd spurts more than 3 % ,negative,-0.41613203287124634,10584.7001953125,10584.7001953125,10638.349609375,10514.9501953125,194200,True,2018-04-23
2018-04-23,2018-04-23,www.business-standard.com,Max Financial Services Ltd rose for a fifth straight session today,positive,0.33626383543014526,10584.7001953125,10584.7001953125,10638.349609375,10514.9501953125,194200,True,2018-04-23
2018-04-23,2018-04-23,www.business-standard.com,Tech Mahindra Ltd is up for a third straight session today,positive,0.5681328773498535,10584.7001953125,10584.7001953125,10638.349609375,10514.9501953125,194200,True,2018-04-23
2018-04-23,2018-04-23,www.business-standard.com,Tata Consultancy Services Ltd gained for a third straight session today,positive,0.49547743797302246,10584.7001953125,10584.7001953125,10638.349609375,10514.9501953125,194200,True,2018-04-23
2018-04-23,2018-04-23,www.business-standard.com,HCL Technologies Ltd rose for a third straight session today,positive,0.38287630677223206,10584.7001953125,10584.7001953125,10638.349609375,10514.9501953125,194200,True,2018-04-23
2018-04-23,2018-04-23,economictimes.indiatimes.com,"PNB : Market Now : Ashok Leyland , PNB among most traded stocks",positive,0.861657440662384,10584.7001953125,10584.7001953125,10638.349609375,10514.9501953125,194200,True,2018-04-23
2018-04-23,2018-04-23,www.business-standard.com,Mindtree Ltd gained for a third straight session today,positive,0.32633155584335327,10584.7001953125,10584.7001953125,10638.349609375,10514.9501953125,194200,True,2018-04-23
2018-04-23,2018-04-23,www.business-standard.com,"Tata Elxsi Ltd jumps more than 6 %, gains for third session in row",positive,0.42771080136299133,10584.7001953125,10584.7001953125,10638.349609375,10514.9501953125,194200,True,2018-04-23
2018-04-24,2018-04-24,www.business-standard.com,Lupin Ltd up for a third straight session,positive,0.19748455286026,10614.349609375,10614.349609375,10636.7998046875,10569.0,219200,True,2018-04-24
2018-04-24,2018-04-24,articles.economictimes.indiatimes.com,"Market Now : TCS , YES Bank among most active stocks in terms of value",negative,-0.6978996992111206,10614.349609375,10614.349609375,10636.7998046875,10569.0,219200,True,2018-04-24
2018-04-24,2018-04-24,articles.economictimes.indiatimes.com,"Market Now : Hindalco , Vedanta among most traded stocks on NSE",negative,-0.6978996992111206,10614.349609375,10614.349609375,10636.7998046875,10569.0,219200,True,2018-04-24
2018-04-24,2018-04-24,economictimes.indiatimes.com,"Yes Bank : Market Now : TCS , YES Bank among most active stocks in terms of value",positive,0.7849092483520508,10614.349609375,10614.349609375,10636.7998046875,10569.0,219200,True,2018-04-24
2018-04-24,2018-04-24,economictimes.indiatimes.com,"Hindalco Industries : Market Now : Hindalco , Vedanta among most traded stocks on NSE",positive,0.8659282922744751,10614.349609375,10614.349609375,10636.7998046875,10569.0,219200,True,2018-04-24
2018-04-24,2018-04-24,economictimes.indiatimes.com,"Market Now : Sensex , Nifty trade up , but these stocks fall up to 15 % ",positive,0.8659282922744751,10614.349609375,10614.349609375,10636.7998046875,10569.0,219200,True,2018-04-24
2018-04-24,2018-04-24,articles.economictimes.indiatimes.com,"Market Now : Sensex , Nifty trade up , but these stocks fall up to 15 % ",negative,-0.6978996992111206,10614.349609375,10614.349609375,10636.7998046875,10569.0,219200,True,2018-04-24
2018-04-24,2018-04-24,www.business-standard.com,Indian Oil Corporation Ltd jumps more than 1 % ,positive,0.07025112211704254,10614.349609375,10614.349609375,10636.7998046875,10569.0,219200,True,2018-04-24
2018-04-25,2018-04-25,www.business-standard.com,"Tata Elxsi Ltd in demand , spurts nearly 3 % ",positive,0.2630864679813385,10570.5498046875,10570.5498046875,10612.599609375,10536.4501953125,189200,True,2018-04-25
2018-04-25,2018-04-25,www.business-standard.com,IDFC Bank Ltd slips for fifth straight session,neutral,0.04110691696405411,10570.5498046875,10570.5498046875,10612.599609375,10536.4501953125,189200,True,2018-04-25
2018-04-25,2018-04-25,www.business-standard.com,Mahindra & Mahindra Ltd is up for a third straight session,positive,0.06854182481765747,10570.5498046875,10570.5498046875,10612.599609375,10536.4501953125,189200,True,2018-04-25
2018-04-25,2018-04-25,articles.economictimes.indiatimes.com,"Market Now : Bharti Airtel , Ashok Leyland among most traded stocks on NSE",negative,-0.6978996992111206,10570.5498046875,10570.5498046875,10612.599609375,10536.4501953125,189200,True,2018-04-25
2018-04-25,2018-04-25,economictimes.indiatimes.com,"ICICI Prudential Life Insurance Company Ltd .: Market Now : ICICI Prudential , TCS among most active stocks in terms of value",positive,0.7854276895523071,10570.5498046875,10570.5498046875,10612.599609375,10536.4501953125,189200,True,2018-04-25
2018-04-25,2018-04-25,articles.economictimes.indiatimes.com,"Market Now : ICICI Prudential , TCS among most active stocks in terms of value",negative,-0.6978996992111206,10570.5498046875,10570.5498046875,10612.599609375,10536.4501953125,189200,True,2018-04-25
2018-04-25,2018-04-25,economictimes.indiatimes.com,"ashok leyland : Market Now : Bharti Airtel , Ashok Leyland among most traded stocks on NSE",positive,0.8885008692741394,10570.5498046875,10570.5498046875,10612.599609375,10536.4501953125,189200,True,2018-04-25
2018-04-25,2018-04-25,economictimes.indiatimes.com,"Market Now : Over 30 stocks buck the bearish mood of market , hit fresh 52 - week highs",positive,0.8885008692741394,10570.5498046875,10570.5498046875,10612.599609375,10536.4501953125,189200,True,2018-04-25
2018-04-25,2018-04-25,articles.economictimes.indiatimes.com,"Market Now : Over 30 stocks buck the bearish mood of market , hit fresh 52 - week highs",negative,-0.6978996992111206,10570.5498046875,10570.5498046875,10612.599609375,10536.4501953125,189200,True,2018-04-25
2018-04-26,2018-04-26,www.livemint.com,"Market LIVE : Sensex , Nifty edge higher , Wipro shares fall nearly 5 %, Yes Bank gains",positive,0.9085354208946228,10617.7998046875,10617.7998046875,10628.400390625,10559.650390625,335100,True,2018-04-26
2018-04-26,2018-04-26,economictimes.indiatimes.com,"Market Now : HUL , M & M among stocks that hit fresh 52 - week highs on NSE",positive,0.8727982640266418,10617.7998046875,10617.7998046875,10628.400390625,10559.650390625,335100,True,2018-04-26
2018-04-26,2018-04-26,www.business-standard.com,Steel Authority of India Ltd slips for fifth straight session,positive,0.056605707854032516,10617.7998046875,10617.7998046875,10628.400390625,10559.650390625,335100,True,2018-04-26
2018-04-26,2018-04-26,www.business-standard.com,TVS Motor Company Ltd drops for fifth straight session,positive,0.1161443293094635,10617.7998046875,10617.7998046875,10628.400390625,10559.650390625,335100,True,2018-04-26
2018-04-26,2018-04-26,www.business-standard.com,Welspun Corp Ltd eases for fifth straight session,neutral,0.04077340289950371,10617.7998046875,10617.7998046875,10628.400390625,10559.650390625,335100,True,2018-04-26
