candidate,sentiment_score,sentiment_score_median,sentiment_count,sentiment_label,open,high,low,close,volume,title_sample,return_pct,log_return,next_day_return,next_day_dir,high_low_spread,open_close_gap,ret_mean_3d,ret_std_3d,ret_mean_7d,ret_std_7d,ret_mean_14d,ret_std_14d,sentiment_lag_1,return_lag_1,sentiment_lag_2,return_lag_2,sentiment_lag_3,return_lag_3,sentiment_label_enc
2017-10-26,0.27804216742515564,0.27804216742515564,2,negative,10343.7998046875,10343.7998046875,10355.650390625,10271.849609375,429700,Top gainers and losers of Thursday session; Top gainers and losers of Thursday session,0.003022118912350047,0.0030175614907278557,0.0038406126270087437,1,-0.0011536954285900083,-0.006955876628615175,0.003160845913302679,0.00826756617941967,0.005221055022152564,0.00912657893998056,0.004684703790063555,0.007276656272872941,-0.0975129206975301,0.01149690262482106,-0.41654630502065015,-0.005036483797263069,0.19804598360011974,-0.0036082496900370353,0
2017-10-27,-0.2618233580142259,-0.3925915360450744,3,negative,10323.0498046875,10323.0498046875,10366.150390625,10311.2998046875,312700,Nifty ends lower ; Yes Bank drags; CORRECTED : Nifty ends lower ; Yes Bank drags; Nifty ends lower ; Yes Bank drags,0.0038406126270087437,0.0038332563035100796,0.0012268473291068283,1,-0.004179937229437025,-0.001138229517662944,0.006119878054726617,0.0046745885284999655,0.0050075873055261955,0.009140936706124127,0.0046197737005978,0.006970800256700356,0.27804216742515564,0.003022118912350047,-0.0975129206975301,0.01149690262482106,-0.41654630502065015,-0.005036483797263069,0
2017-10-31,0.3929015574976802,0.3929015574976802,2,neutral,10335.2998046875,10335.2998046875,10367.7001953125,10323.9501953125,232600,"Birla Corporation : Market Now : Birla Corp , Britannia among stocks that hit fresh 52; Market Live : Nifty opens flat , Midcap outperforms Sensex ; Axis Bank , Tata Steel gain",0.0012268473291068283,0.001226095366888082,0.008698202043659009,1,-0.003138371457827365,-0.0010981403142125076,0.0026965262894885398,0.0013369555621543599,0.0020896022303094064,0.005461542461921373,0.004377421816919873,0.006758438269138426,-0.2618233580142259,0.0038406126270087437,0.27804216742515564,0.003022118912350047,-0.0975129206975301,0.01149690262482106,1
2017-11-06,0.2972489893436432,0.2972489893436432,2,negative,10451.7998046875,10451.7998046875,10490.4501953125,10413.75,193600,Market Now : Check out the stocks that zoomed 20 % today; Market Now : Check out the stocks that zoomed 20 % today,0.008698202043659009,0.008660590628029702,-0.007005180200456151,0,-0.0037114767134797744,-0.003640502630985636,0.00458855399992486,0.0037914176162294547,0.002805707149949369,0.006007049161662728,0.005196150411221219,0.0065167191577408376,0.3929015574976802,0.0012268473291068283,-0.2618233580142259,0.0038406126270087437,0.27804216742515564,0.003022118912350047,0
2017-11-07,0.2549881637096405,0.2549881637096405,2,negative,10350.150390625,10350.150390625,10485.75,10340.7998046875,286900,Top gainers and losers of Tuesday session; Sensex : Top gainers and losers of Tuesday session,-0.007005180200456151,-0.007029831668050079,-0.005347729936946655,0,-0.013113067841573772,-0.0009034251276164654,0.0009732897241032287,0.007854761108429028,0.0023204313627466383,0.0067078816565964575,0.004048411893310693,0.007165921662526905,0.2972489893436432,0.008698202043659009,0.3929015574976802,0.0012268473291068283,-0.2618233580142259,0.0038406126270087437,0
2017-11-08,0.2837257385253906,0.2837257385253906,2,negative,10303.150390625,10303.150390625,10384.25,10285.5,274500,Market Now : Nifty Pharma index up 2 %; Cipla surges 5 % ; Cipla : Market Now : Nifty Pharma index up 2 %; Cipla surges 5 % ,-0.005347729936946655,-0.005362080228540066,-0.0018034908062320998,0,-0.00788484851246901,-0.001713106181684038,-0.0012182360312479323,0.008627780329499587,0.002275967628506126,0.006765558806611547,0.0032594293331142865,0.00756717089058502,0.2549881637096405,-0.007005180200456151,0.2972489893436432,0.008698202043659009,0.3929015574976802,0.0012268473291068283,0
2017-11-09,0.886697381734848,0.886697381734848,2,positive,10308.9501953125,10308.9501953125,10368.4501953125,10266.9501953125,240200,60 stocks hit fresh 52; Most active stocks in terms of value on NSE on Thursday,-0.0018034908062320998,-0.0018051190537569817,-0.004938194336975288,0,-0.005795294500129692,-0.004074129683844771,-0.004718800314544969,0.0026572650396500747,0.0003759114240699603,0.005492139225728156,0.0027615170044112563,0.007660736078486037,0.2837257385253906,-0.005347729936946655,0.2549881637096405,-0.007005180200456151,0.2972489893436432,0.008698202043659009,2
2017-11-13,0.8957244157791138,0.8957244157791138,2,positive,10224.9501953125,10224.9501953125,10334.150390625,10216.25,210300,Top gainers and losers of Monday session; NSE crosses USD 100 Million in a single day,-0.004938194336975288,-0.004950427508432353,-0.011966230270402556,0,-0.010688872659977977,-0.0008508789917126927,-0.004029805026718014,0.0019388878534263793,-0.0007612761829765161,0.005674012337577575,0.0022298894195880237,0.007933338409694726,0.886697381734848,-0.0018034908062320998,0.2837257385253906,-0.005347729936946655,0.2549881637096405,-0.007005180200456151,2
2017-11-15,0.07883614301681521,0.07883614301681521,2,negative,10118.0498046875,10118.0498046875,10175.4501953125,10094.0,207400,"Sun Pharma : Market Now : Sun Pharma , SBI among most active stocks in terms of value; Market Now : Sun Pharma , SBI among most active stocks in terms of value",-0.011966230270402556,-0.012038401930131785,0.004477927017287442,1,-0.0056865851619774125,-0.0023769209632036187,-0.006235971804536648,0.0052041798701269355,-0.003019396596892416,0.0066061380157338935,0.0009940953543168898,0.008720887159721141,0.8957244157791138,-0.004938194336975288,0.886697381734848,-0.0018034908062320998,0.2837257385253906,-0.005347729936946655,0
2017-11-16,0.8589199781417847,0.8589199781417847,1,positive,10214.75,10214.75,10232.25,10139.2001953125,182600,"nifty : Sensex , Nifty close on a high ; these stocks surged up to 20 % ",0.004477927017287442,0.004467930932152135,0.012708064432396693,1,-0.0017259744026052967,-0.00739614818644607,-0.004142165863363467,0.008250928627958953,-0.0025549566414380426,0.007053553471934595,-0.00023267720556431813,0.006522081550482131,0.07883614301681521,-0.011966230270402556,0.8957244157791138,-0.004938194336975288,0.886697381734848,-0.0018034908062320998,2
2017-11-17,0.9153345227241516,0.9153345227241516,1,positive,10283.599609375,10283.599609375,10343.599609375,10268.0498046875,203300,"Nifty extends gains as Moody upgrade , up 69 points",0.012708064432396693,0.012627994622901042,-0.0006378820527838114,0,-0.005843368618314376,-0.0015120974442960698,0.0017399203930938596,0.012562950090474083,-0.001982119157332659,0.008190898728819061,0.00041179399630835486,0.007334241360374018,0.8589199781417847,0.004477927017287442,0.07883614301681521,-0.011966230270402556,0.8957244157791138,-0.004938194336975288,2
2017-11-20,0.6483540336290995,0.8719240725040436,6,positive,10298.75,10298.75,10309.849609375,10261.5,147200,NSE IISL launches SME Emerge index; Sensex edges higher ; energy stocks gain; NSE arm launches SME Index to track firms on Emerge platform,-0.0006378820527838114,-0.0006380855860985447,0.00521851626833314,1,-0.001081675132777859,-0.0036169438038596916,0.005516036465633441,0.00673326260563068,-0.0010725051362366106,0.007888060380445221,0.0006239631132550137,0.007251499052494018,0.9153345227241516,0.012708064432396693,0.8589199781417847,0.004477927017287442,0.07883614301681521,-0.011966230270402556,2
2017-11-21,0.8839906454086304,0.8839906454086304,2,positive,10326.900390625,10326.900390625,10358.7001953125,10315.0498046875,186100,"Tata Power : Market Now : Tata Power , Idea Cellular among most traded stocks; Reliance Industries : Market Now : Kotak Mahindra Bank , RIL , Bharti Airtel most active stocks in terms of value",0.00521851626833314,0.005204946999472705,-0.010062947504173025,0,-0.0030828551766225224,-0.001147545293286477,0.005762899549315341,0.0066896066224992065,0.0004369586073747885,0.007944379743530482,0.0013564631179404571,0.007153012127661419,0.6483540336290995,-0.0006378820527838114,0.9153345227241516,0.012708064432396693,0.8589199781417847,0.004477927017287442,2
2017-11-30,0.9160810112953186,0.9160810112953186,1,positive,10226.5498046875,10226.5498046875,10332.7001953125,10211.25,342500,NSE group firm launches Nifty LargeMidcap 250 index,-0.010062947504173025,-0.010113921212556049,-0.0015668992532745785,0,-0.010395435487819807,-0.0014960866548058168,-0.0018274377628745657,0.007709868082409828,-0.0007429637780453437,0.008889712349898089,-0.0001835261769876917,0.007122688881017178,0.8839906454086304,0.00521851626833314,0.6483540336290995,-0.0006378820527838114,0.9153345227241516,0.012708064432396693,2
2017-12-08,0.9157625436782836,0.9157625436782836,1,positive,10265.650390625,10265.650390625,10270.849609375,10195.25,200000,"Nifty settles above 10 , 250 mark , global leads run up",-0.0015668992532745785,-0.001568128123754783,-0.0024913945832618634,0,-0.0005099648120448248,-0.006857859750346889,-0.002137110163038155,0.0076566728491437265,-0.00026135019465952806,0.0087141375811803,-0.0005113131888180221,0.007069209507122091,0.9160810112953186,-0.010062947504173025,0.8839906454086304,0.00521851626833314,0.6483540336290995,-0.0006378820527838114,2
2017-12-13,0.8415285348892212,0.8415285348892212,1,positive,10192.9501953125,10192.9501953125,10296.5498046875,10169.849609375,181600,Market Now : Over 10 stocks hit fresh 52,-0.0024913945832618634,-0.0024945032711321115,-0.002782716143748254,0,-0.010186936223668192,-0.002266329717584946,-0.004707080446903156,0.0046612934744718225,0.0010921977606462852,0.007196774724588508,-0.0009635994181230655,0.006971237524393781,0.9157625436782836,-0.0015668992532745785,0.9160810112953186,-0.010062947504173025,0.8839906454086304,0.00521851626833314,2
2017-12-14,0.8471702635288239,0.8471702635288239,2,positive,10252.099609375,10252.099609375,10276.099609375,10141.5498046875,154300,"Markets LIVE : Sensex , Nifty trade lower , Tata Communications shares rise 5 % ; Tata Consultancy Services : Market Now : TCS , Maruti Suzuki among most active stocks in terms of value",-0.002782716143748254,-0.0027865950960031527,0.01756147624056248,1,-0.0023665022074739524,-0.010783137981453875,-0.0022803366600948984,0.0006347926929234382,5.496302335547146e-05,0.007150550124341845,-0.0012499968090412855,0.006956672415587564,0.8415285348892212,-0.0024913945832618634,0.9157625436782836,-0.0015668992532745785,0.9160810112953186,-0.010062947504173025,2
2017-12-15,0.8480735421180725,0.8480735421180725,2,positive,10333.25,10333.25,10373.099609375,10319.650390625,255100,Top gainers and losers of Friday session; Sensex : D,0.01756147624056248,0.01740905541910791,-0.0237266357550191,0,-0.0038615270737467826,-0.0013161018435632545,0.004095788504517454,0.011662537318971638,0.0007483075673791552,0.008658272976793368,-0.000616905794976752,0.008220202051162693,0.8471702635288239,-0.002782716143748254,0.8415285348892212,-0.0024913945832618634,0.9157625436782836,-0.0015668992532745785,2
2017-12-18,0.2993319034576416,0.2993319034576416,2,negative,10388.75,10388.75,10443.5498046875,10074.7998046875,230400,Top gainers and losers of Monday session; Top gainers and losers of Monday session,-0.0237266357550191,-0.024012645469315575,0.03596603336662918,1,-0.005439294650996768,-0.030220208909878473,-0.0029826252194016245,0.020644781925920612,-0.0025500858186544573,0.01271966772438369,-0.001811295477445534,0.01019694531129999,0.8480735421180725,0.01756147624056248,0.8471702635288239,-0.002782716143748254,0.8415285348892212,-0.0024913945832618634,0
2017-12-20,0.8604815006256104,0.8604815006256104,1,positive,10444.2001953125,10444.2001953125,10494.4501953125,10437.150390625,175200,Sensex : Top gainers and losers of Tuesday session,0.03596603336662918,0.035334356974160486,-0.045855484306079886,0,-0.004814532522702388,-0.0006749970850486042,0.009933624617390854,0.030568640418008244,0.0018424166239592627,0.019402840843816414,0.0011396876156670257,0.014262414313763136,0.2993319034576416,-0.0237266357550191,0.8480735421180725,0.01756147624056248,0.8471702635288239,-0.002782716143748254,2
2018-03-26,0.25564661622047424,0.25564661622047424,2,negative,10130.650390625,10130.650390625,10143.5,9958.5498046875,262600,Market Now : Over 210 stocks hit fresh 52 - week lows on NSE; Market Now : Over 210 stocks hit fresh 52 - week lows on NSE,-0.045855484306079886,-0.046940135050495276,0.018185437587735498,1,-0.001290309294728001,-0.01698810829527426,-0.011205362231489935,0.04232347937675534,-0.0032708029191702887,0.02648634351352139,-0.0020068833486078163,0.019025661148550504,0.8604815006256104,0.03596603336662918,0.2993319034576416,-0.0237266357550191,0.8480735421180725,0.01756147624056248,0
2018-03-27,0.8893166184425354,0.8893166184425354,1,positive,10184.150390625,10184.150390625,10207.900390625,10139.650390625,225700,"Market Now : Over 100 stocks defy market sentiment , hit 52 - week lows",0.018185437587735498,0.018022060270028915,-0.004216121695825525,0,-0.00234228983101419,-0.00436953484514176,0.0027653288827615974,0.04303516007779301,-0.0004490405133117064,0.02772149864803865,-0.00035519535398561723,0.019741852035434167,0.25564661622047424,-0.045855484306079886,0.8604815006256104,0.03596603336662918,0.2993319034576416,-0.0237266357550191,2
2018-03-28,0.26684439182281494,0.25564661622047424,4,negative,10113.7001953125,10113.7001953125,10158.349609375,10096.900390625,344400,"PNB : Market Now : PNB , SBI among most traded stocks on NSE; Market Now : PNB , SBI among most traded stocks on NSE; Market Now : Over 80 stocks hit fresh 52 - week lows on NSE",-0.004216121695825525,-0.004225034597643357,0.0030553544336877625,1,-0.004422091170074046,-0.0016610937998030016,-0.010628722804723304,0.03249847702568258,-0.000695430100820801,0.027750326302724296,0.0001983838299127421,0.019498381993748398,0.8893166184425354,0.018185437587735498,0.25564661622047424,-0.045855484306079886,0.8604815006256104,0.03596603336662918,0
2018-04-02,0.2837257385253906,0.2837257385253906,2,negative,10211.7998046875,10211.7998046875,10220.099609375,10127.75,225400,"Market Now : Over 60 stocks defy market sentiment , hit fresh 52 - week lows on NSE; Market Now : Over 60 stocks defy market sentiment , hit fresh 52 - week lows on NSE",0.0030553544336877625,0.003050696324035486,0.016104229406827875,1,-0.0008195112130038755,-0.008230655349208747,0.005674890108532578,0.01142820808121567,0.00013857998167005853,0.027764864701397537,9.677150251276499e-05,0.019478060527939215,0.26684439182281494,-0.004216121695825525,0.8893166184425354,0.018185437587735498,0.25564661622047424,-0.045855484306079886,0
2018-04-06,0.29317352175712585,0.29317352175712585,2,negative,10331.599609375,10331.599609375,10350.4501953125,10290.849609375,200200,Market Now : Over 20 stocks hit fresh 52 - week lows on NSE; Market Now : Over 20 stocks hit fresh 52 - week lows on NSE,0.016104229406827875,0.01597593189334759,0.0062919974985362614,1,-0.0018317813060184118,-0.003944210145641245,0.004981154048230037,0.010296149540012765,-6.959813743488499e-05,0.027617529312423603,0.0003393547149721351,0.019667433236926248,0.2837257385253906,0.0030553544336877625,0.26684439182281494,-0.004216121695825525,0.8893166184425354,0.018185437587735498,0
2018-04-11,0.4910356005032857,0.8415859341621399,3,positive,10417.150390625,10417.150390625,10428.150390625,10355.599609375,250400,"Market Now : Over 20 stocks defy cautious market sentiment , hit fresh 52 - week highs; Stocks to Buy; SGX bypasses India ban , to continue trading Nifty futures by another name",0.0062919974985362614,0.006272285524194647,0.003828884093693974,1,-0.0010622272408100464,-0.005908600619358739,0.008483860446350633,0.006794960036870089,0.004218778041644452,0.025587923031377545,0.0008343461114949975,0.019728058552630035,0.29317352175712585,0.016104229406827875,0.2837257385253906,0.0030553544336877625,0.26684439182281494,-0.004216121695825525,2
2018-04-12,0.1622840166091919,0.24185290932655337,8,negative,10458.650390625,10458.650390625,10469.900390625,10395.25,238600,Singapore Exchange Ltd : SGX to offer Indian stock - based derivatives; SGX to offer Indian stock - based derivatives; Market Now : Check out the stocks that cracked over 6 % on NSE,0.003828884093693974,0.0038215725743563915,0.005406334173059912,1,-0.001082225054712489,-0.006062004967852382,0.008741703666352704,0.006493983436277603,-0.0003722432830605772,0.021498729766166076,0.0007350866704493428,0.019707788778469126,0.4910356005032857,0.0062919974985362614,0.29317352175712585,0.016104229406827875,0.2837257385253906,0.0030553544336877625,0
2018-04-13,0.6899274786313375,0.7315583229064941,3,positive,10480.599609375,10480.599609375,10519.900390625,10451.4501953125,213100,The legality of SGX Nifty ( or should we say shifty ?) move; SGX : Singapore Nifty giraffe beats India data ban by a neck; Infosys Share Price,0.005406334173059912,0.005391772408729769,-0.005272051716058712,0,-0.003760318474045496,-0.0027812735100027635,0.0051757385884300495,0.0012476428391235837,0.006950873642530823,0.007772201986019861,0.001840035361680267,0.019488241917842486,0.1622840166091919,0.003828884093693974,0.4910356005032857,0.0062919974985362614,0.29317352175712585,0.016104229406827875,2
2018-04-16,0.05594905217488607,0.024553239345550537,6,negative,10528.349609375,10528.349609375,10540.150390625,10396.349609375,195000,"NSE : Market Now : Over 25 stocks hit fresh 52 - week lows on NSE; Market Now : Sensex , Nifty trade lower ; these are the top losers on NSE; Market Now : Over 25 stocks defy subdued market mood , hit fresh 52 - week highs",-0.005272051716058712,-0.005285998019391199,0.009551504612778094,1,-0.0011350889199953935,-0.012537577578394642,0.0013210555168983913,0.005764016345151719,0.0035998037419887924,0.007153315469107936,0.001575381614338543,0.01956308227695847,0.6899274786313375,0.005406334173059912,0.1622840166091919,0.003828884093693974,0.4910356005032857,0.0062919974985362614,0
2018-04-17,0.8885008692741394,0.8885008692741394,1,positive,10548.7001953125,10548.7001953125,10560.4501953125,10495.650390625,206100,Market Now : Check out the stocks that hit fresh 52 - week highs on NSE,0.009551504612778094,0.009506177392787904,0.00302980792080354,1,-0.0011195113749687604,-0.005029037104597362,0.0032285956899264314,0.0076479647118850936,0.005566607500360738,0.006509933010942232,0.0024355886997699688,0.01963514300060148,0.05594905217488607,-0.005272051716058712,0.6899274786313375,0.005406334173059912,0.1622840166091919,0.003828884093693974,2
2018-04-20,0.539586091041565,0.8411936163902283,5,positive,10564.0498046875,10564.0498046875,10582.349609375,10527.4501953125,244600,"Market Now : PNB , Hindalco among most traded stocks on NSE; PNB : Market Now : PNB , Hindalco among most traded stocks on NSE; Market Now : Check out the stocks that cracked up to 14 % on NSE",0.00302980792080354,0.0030252273027147557,-0.0011873720386315068,0,-0.001738294111868442,-0.003464543432837656,0.002436420272507641,0.007429571806935569,0.005562957998520135,0.006511582420984597,0.0028507689900950967,0.019577683673228596,0.8885008692741394,0.009551504612778094,0.05594905217488607,-0.005272051716058712,0.6899274786313375,0.005406334173059912,2
2018-04-23,0.37278977781534195,0.40529355406761164,8,positive,10584.7001953125,10584.7001953125,10638.349609375,10514.9501953125,194200,Aurobindo Pharma Ltd spurts more than 3 % ; Max Financial Services Ltd rose for a fifth straight session today; Tech Mahindra Ltd is up for a third straight session today,-0.0011873720386315068,-0.001188077523314385,0.005140281568960292,1,-0.005102203345329831,-0.006589700106091736,0.0037979801649833758,0.005410492988729734,0.003092729220597366,0.004935223313954066,0.0015115655415812407,0.01913013576493863,0.539586091041565,0.00302980792080354,0.8885008692741394,0.009551504612778094,0.05594905217488607,-0.005272051716058712,2
2018-04-24,0.08635030128061771,0.13386783748865125,8,positive,10614.349609375,10614.349609375,10636.7998046875,10569.0,219200,"Lupin Ltd up for a third straight session; Market Now : TCS , YES Bank among most active stocks in terms of value; Market Now : Hindalco , Vedanta among most traded stocks on NSE",0.005140281568960292,0.005127115420854495,-0.0030797430870943554,0,-0.00212415510573375,-0.004272481220605875,0.002327572483710775,0.0032217465761988236,0.0029281983735150847,0.00482884104900171,0.0035734882075797686,0.017703078070464756,0.37278977781534195,-0.0011873720386315068,0.539586091041565,0.00302980792080354,0.8885008692741394,0.009551504612778094,2
2018-04-25,0.09349617113669711,0.0685418248176574,9,positive,10570.5498046875,10570.5498046875,10612.599609375,10536.4501953125,189200,"Tata Elxsi Ltd in demand , spurts nearly 3 % ; IDFC Bank Ltd slips for fifth straight session; Mahindra & Mahindra Ltd is up for a third straight session",-0.0030797430870943554,-0.0030844952553152945,0.002201898635920241,1,-0.003990889142740626,-0.003225906883280429,0.00029105548107814333,0.004304824303593878,0.0019412516334024663,0.005297356479288937,0.0007845041751709446,0.015090183026145863,0.08635030128061771,0.005140281568960292,0.37278977781534195,-0.0011873720386315068,0.539586091041565,0.00302980792080354,2
2018-04-26,0.30718444660305977,0.0932874009013176,7,positive,10617.7998046875,10617.7998046875,10628.400390625,10559.650390625,335100,"Market LIVE : Sensex , Nifty edge higher , Wipro shares fall nearly 5 %, Yes Bank gains; Market Now : HUL , M & M among stocks that hit fresh 52 - week highs on NSE; Steel Authority of India Ltd slips for fifth straight session",0.002201898635920241,0.002199478009783161,0.008324083734868593,1,-0.0010038766005843662,-0.005476597330157652,0.0014208123725953925,0.004165305889079754,0.001483475128096799,0.005082095016880349,0.004217174385313811,0.00691727182569539,0.09349617113669711,-0.0030797430870943554,0.08635030128061771,0.005140281568960292,0.37278977781534195,-0.0011873720386315068,2
2018-04-27,0.11486986705235072,0.4722328782081604,7,positive,10692.2998046875,10692.2998046875,10719.7998046875,10647.5498046875,0,Reliance Industries Ltd gained for a fifth straight session today; United Breweries Ltd rose for a third straight session today; Mahindra & Mahindra Ltd rose for a fifth straight session today,0.008324083734868593,0.008289629617119224,0.005358021867376772,1,-0.002582753826414913,-0.00418525488598642,0.0024820797612314927,0.0057070739125725115,0.0034257801925149855,0.004649642978940843,0.0035127919672518887,0.005796820128831616,0.30718444660305977,0.002201898635920241,0.09349617113669711,-0.0030797430870943554,0.08635030128061771,0.005140281568960292,2
