candidate,sentiment_score,sentiment_score_median,sentiment_count,sentiment_label,open,high,low,close,volume,title_sample,return_pct,log_return,next_day_return,next_day_dir,high_low_spread,open_close_gap,ret_mean_3d,ret_std_3d,ret_mean_7d,ret_std_7d,ret_mean_14d,ret_std_14d,sentiment_lag_1,return_lag_1,sentiment_lag_2,return_lag_2,sentiment_lag_3,return_lag_3,sentiment_label_enc,sentiment_label_encoded,price_momentum,volatility_ratio,sentiment_change,volume_ma_ratio
2017-10-25,-0.0975129206975301,-0.2741344571113586,3,negative,10295.349609375,10295.349609375,10340.5498046875,10240.900390625,594200,"Lupin : Market Now : Nifty Pharma index in the red ; Piramal , Lupin top drags; Market Now : Nifty Pharma index in the red ; Piramal , Lupin top drags; Sensex climbs 33k",0.011496902624821,0.0114313154606395,0.00302211891235,1,-0.0044136934828385,-0.0052887197439529,0.0009507230458403,0.0091611348069081,0.0051471225847525,0.0091494284793893,0.0048358478698556,0.007612039892906,-0.4165463050206501,-0.005036483797263,0.1980459836001197,-0.003608249690037,0.50973246494929,0.0036854676061792,0,0,-54.44921875,-4.3098685803828357e-07,0.31903338432312,2.027709527709528
2017-10-26,0.2780421674251556,0.2780421674251556,2,negative,10343.7998046875,10343.7998046875,10355.650390625,10271.849609375,429700,Top gainers and losers of Thursday session; Top gainers and losers of Thursday session,0.00302211891235,0.0030175614907278,0.0038406126270087,1,-0.00115369542859,-0.0069558766286151,0.0031608459133026,0.0082675661794196,0.0052210550221525,0.0091265789399805,0.0046847037900635,0.0072766562728729,-0.0975129206975301,0.011496902624821,-0.4165463050206501,-0.005036483797263,0.1980459836001197,-0.003608249690037,0,0,-71.9501953125,-1.1231623051967538e-07,0.3755550881226857,1.2698741060346357
2017-10-27,-0.2618233580142259,-0.3925915360450744,3,negative,10323.0498046875,10323.0498046875,10366.150390625,10311.2998046875,312700,Nifty ends lower ; Yes Bank drags; CORRECTED : Nifty ends lower ; Yes Bank drags; Nifty ends lower ; Yes Bank drags,0.0038406126270087,0.00383325630351,0.0012268473291068,1,-0.004179937229437,-0.0011382295176629,0.0061198780547266,0.0046745885284999,0.0050075873055261,0.0091409367061241,0.0046197737005978,0.0069708002567003,0.2780421674251556,0.00302211891235,-0.0975129206975301,0.011496902624821,-0.4165463050206501,-0.005036483797263,0,0,-11.75,-4.0537442501058955e-07,-0.5398655254393815,0.8643374426447012
2017-10-31,0.3929015574976802,0.3929015574976802,2,neutral,10335.2998046875,10335.2998046875,10367.7001953125,10323.9501953125,232600,"Birla Corporation : Market Now : Birla Corp , Britannia among stocks that hit fresh 52; Market Live : Nifty opens flat , Midcap outperforms Sensex ; Axis Bank , Tata Steel gain",0.0012268473291068,0.001226095366888,0.008698202043659,1,-0.0031383714578273,-0.0010981403142125,0.0026965262894885,0.0013369555621543,0.0020896022303094,0.0054615424619213,0.0043774218169198,0.0067584382691384,-0.2618233580142259,0.0038406126270087,0.2780421674251556,0.00302211891235,-0.0975129206975301,0.011496902624821,1,1,-11.349609375,-3.0398940313100795e-07,0.6547249155119061,0.650702176467297
2017-11-06,0.2972489893436432,0.2972489893436432,2,negative,10451.7998046875,10451.7998046875,10490.4501953125,10413.75,193600,Market Now : Check out the stocks that zoomed 20 % today; Market Now : Check out the stocks that zoomed 20 % today,0.008698202043659,0.0086605906280297,-0.0070051802004561,0,-0.0037114767134797,-0.0036405026309856,0.0045885539999248,0.0037914176162294,0.0028057071499493,0.0060070491616627,0.0051961504112212,0.0065167191577408,0.3929015574976802,0.0012268473291068,-0.2618233580142259,0.0038406126270087,0.2780421674251556,0.00302211891235,0,0,-38.0498046875,-3.564015569299916e-07,-0.095652568154037,0.5491263898343545
2017-11-07,0.2549881637096405,0.2549881637096405,2,negative,10350.150390625,10350.150390625,10485.75,10340.7998046875,286900,Top gainers and losers of Tuesday session; Sensex : Top gainers and losers of Tuesday session,-0.0070051802004561,-0.00702983166805,-0.0053477299369466,0,-0.0131130678415737,-0.0009034251276164,0.0009732897241032,0.007854761108429,0.0023204313627466,0.0067078816565964,0.0040484118933106,0.0071659216625269,0.2972489893436432,0.008698202043659,0.3929015574976802,0.0012268473291068,-0.2618233580142259,0.0038406126270087,0,0,-9.3505859375,-1.2680902917808666e-06,-0.042260825634002686,0.9855719683957403
2017-11-08,0.2837257385253906,0.2837257385253906,2,negative,10303.150390625,10303.150390625,10384.25,10285.5,274500,Market Now : Nifty Pharma index up 2 %; Cipla surges 5 % ; Cipla : Market Now : Nifty Pharma index up 2 %; Cipla surges 5 % ,-0.0053477299369466,-0.00536208022854,-0.001803490806232,0,-0.007884848512469,-0.001713106181684,-0.0012182360312479,0.0086277803294995,0.0022759676285061,0.0067655588066115,0.0032594293331142,0.007567170890585,0.2549881637096405,-0.0070051802004561,0.2972489893436432,0.008698202043659,0.3929015574976802,0.0012268473291068,0,0,-17.650390625,-7.66598465069175e-07,0.028737574815750122,1.0555256479274013
2017-11-09,0.886697381734848,0.886697381734848,2,positive,10308.9501953125,10308.9501953125,10368.4501953125,10266.9501953125,240200,60 stocks hit fresh 52; Most active stocks in terms of value on NSE on Thursday,-0.001803490806232,-0.0018051190537569,-0.0049381943369752,0,-0.0057952945001296,-0.0040741296838447,-0.0047188003145449,0.00265726503965,0.0003759114240699,0.0054921392257281,0.0027615170044112,0.007660736078486,0.2837257385253906,-0.0053477299369466,0.2549881637096405,-0.0070051802004561,0.2972489893436432,0.008698202043659,2,2,-42.0,-5.644611486257634e-07,0.6029716432094574,0.9781723407721127
2017-11-13,0.8957244157791138,0.8957244157791138,2,positive,10224.9501953125,10224.9501953125,10334.150390625,10216.25,210300,Top gainers and losers of Monday session; NSE crosses USD 100 Million in a single day,-0.0049381943369752,-0.0049504275084323,-0.0119662302704025,0,-0.0106888726599779,-0.0008508789917126,-0.004029805026718,0.0019388878534263,-0.0007612761829765,0.0056740123375775,0.002229889419588,0.0079333384096947,0.886697381734848,-0.001803490806232,0.2837257385253906,-0.0053477299369466,0.2549881637096405,-0.0070051802004561,2,2,-8.7001953125,-1.0462618534176337e-06,0.009027034044265747,0.8722521775197014
2017-11-15,0.0788361430168152,0.0788361430168152,2,negative,10118.0498046875,10118.0498046875,10175.4501953125,10094.0,207400,"Sun Pharma : Market Now : Sun Pharma , SBI among most active stocks in terms of value; Market Now : Sun Pharma , SBI among most active stocks in terms of value",-0.0119662302704025,-0.0120384019301317,0.0044779270172874,1,-0.0056865851619774,-0.0023769209632036,-0.0062359718045366,0.0052041798701269,-0.0030193965968924,0.0066061380157338,0.0009940953543168,0.0087208871597211,0.8957244157791138,-0.0049381943369752,0.886697381734848,-0.001803490806232,0.2837257385253906,-0.0053477299369466,0,0,-24.0498046875,-5.633629048917575e-07,-0.8168882727622986,0.8504879849093743
2017-11-16,0.8589199781417847,0.8589199781417847,1,positive,10214.75,10214.75,10232.25,10139.2001953125,182600,"nifty : Sensex , Nifty close on a high ; these stocks surged up to 20 % ",0.0044779270172874,0.0044679309321521,0.0127080644323966,1,-0.0017259744026052,-0.007396148186446,-0.0041421658633634,0.0082509286279589,-0.002554956641438,0.0070535534719345,-0.0002326772055643,0.0065220815504821,0.0788361430168152,-0.0119662302704025,0.8957244157791138,-0.0049381943369752,0.886697381734848,-0.001803490806232,2,2,-75.5498046875,-1.702278650542025e-07,0.7800838351249695,0.8188340807174888
2017-11-17,0.9153345227241516,0.9153345227241516,1,positive,10283.599609375,10283.599609375,10343.599609375,10268.0498046875,203300,"Nifty extends gains as Moody upgrade , up 69 points",0.0127080644323966,0.012627994622901,-0.0006378820527838,0,-0.0058433686183143,-0.001512097444296,0.0017399203930938,0.012562950090474,-0.0019821191573326,0.008190898728819,0.0004117939963083,0.007334241360374,0.8589199781417847,0.0044779270172874,0.0788361430168152,-0.0119662302704025,0.8957244157791138,-0.0049381943369752,2,2,-15.5498046875,-5.690826134916803e-07,0.05641454458236694,0.9738455642843457
2017-11-20,0.6483540336290995,0.8719240725040436,6,positive,10298.75,10298.75,10309.849609375,10261.5,147200,NSE IISL launches SME Emerge index; Sensex edges higher ; energy stocks gain; NSE arm launches SME Index to track firms on Emerge platform,-0.0006378820527838,-0.0006380855860985,0.0052185162683331,1,-0.0010816751327778,-0.0036169438038596,0.0055160364656334,0.0067332626056306,-0.0010725051362366,0.0078880603804452,0.000623963113255,0.007251499052494,0.9153345227241516,0.0127080644323966,0.8589199781417847,0.0044779270172874,0.0788361430168152,-0.0119662302704025,2,2,-37.25,-1.0541101522952785e-07,-0.2669804890950521,0.7740849810685738
2017-11-21,0.8839906454086304,0.8839906454086304,2,positive,10326.900390625,10326.900390625,10358.7001953125,10315.0498046875,186100,"Tata Power : Market Now : Tata Power , Idea Cellular among most traded stocks; Reliance Industries : Market Now : Kotak Mahindra Bank , RIL , Bharti Airtel most active stocks in terms of value",0.0052185162683331,0.0052049469994727,-0.010062947504173,0,-0.0030828551766225,-0.0011475452932864,0.0057628995493153,0.0066896066224992,0.0004369586073747,0.0079443797435304,0.0013564631179404,0.0071530121276614,0.6483540336290995,-0.0006378820527838,0.9153345227241516,0.0127080644323966,0.8589199781417847,0.0044779270172874,2,2,-11.8505859375,-2.988696356290542e-07,0.23563661177953088,1.0042089358946686
2017-11-30,0.9160810112953186,0.9160810112953186,1,positive,10226.5498046875,10226.5498046875,10332.7001953125,10211.25,342500,NSE group firm launches Nifty LargeMidcap 250 index,-0.010062947504173,-0.010113921212556,-0.0015668992532745,0,-0.0103954354878198,-0.0014960866548058,-0.0018274377628745,0.0077098680824098,-0.0007429637780453,0.008889712349898,-0.0001835261769876,0.0071226888810171,0.8839906454086304,0.0052185162683331,0.6483540336290995,-0.0006378820527838,0.9153345227241516,0.0127080644323966,2,2,-15.2998046875,-1.0180375064580535e-06,0.03209036588668823,1.6129791843270227
2017-12-08,0.9157625436782836,0.9157625436782836,1,positive,10265.650390625,10265.650390625,10270.849609375,10195.25,200000,"Nifty settles above 10 , 250 mark , global leads run up",-0.0015668992532745,-0.0015681281237547,-0.0024913945832618,0,-0.0005099648120448,-0.0068578597503468,-0.0021371101630381,0.0076566728491437,-0.0002613501946595,0.0087141375811803,-0.000511313188818,0.007069209507122,0.9160810112953186,-0.010062947504173,0.8839906454086304,0.0052185162683331,0.6483540336290995,-0.0006378820527838,2,2,-70.400390625,-5.001984375516049e-08,-0.00031846761703502313,0.9266981744045965
2017-12-13,0.8415285348892212,0.8415285348892212,1,positive,10192.9501953125,10192.9501953125,10296.5498046875,10169.849609375,181600,Market Now : Over 10 stocks hit fresh 52,-0.0024913945832618,-0.0024945032711321,-0.0027827161437482,0,-0.0101869362236681,-0.0022663297175849,-0.0047070804469031,0.0046612934744718,0.0010921977606462,0.0071967747245885,-0.000963599418123,0.0069712375243937,0.9157625436782836,-0.0015668992532745,0.9160810112953186,-0.010062947504173,0.8839906454086304,0.0052185162683331,2,2,-23.1005859375,-1.001680124578966e-06,-0.07423400878906239,0.8587100435029317
2017-12-14,0.8471702635288239,0.8471702635288239,2,positive,10252.099609375,10252.099609375,10276.099609375,10141.5498046875,154300,"Markets LIVE : Sensex , Nifty trade lower , Tata Communications shares rise 5 % ; Tata Consultancy Services : Market Now : TCS , Maruti Suzuki among most active stocks in terms of value",-0.0027827161437482,-0.0027865950960031,0.0175614762405624,1,-0.0023665022074739,-0.0107831379814538,-0.0022803366600948,0.0006347926929234,5.496302335547146e-05,0.0071505501243418,-0.0012499968090412,0.0069566724155875,0.8415285348892212,-0.0024913945832618,0.9157625436782836,-0.0015668992532745,0.9160810112953186,-0.010062947504173,2,2,-110.5498046875,-2.3334719574912356e-07,0.005641728639602661,0.7247534053546266
2017-12-15,0.8480735421180725,0.8480735421180725,2,positive,10333.25,10333.25,10373.099609375,10319.650390625,255100,Top gainers and losers of Friday session; Sensex : D,0.0175614762405624,0.0174090554191079,-0.0237266357550191,0,-0.0038615270737467,-0.0013161018435632,0.0040957885045174,0.0116625373189716,0.0007483075673791,0.0086582729767933,-0.0006169057949767,0.0082202020511626,0.8471702635288239,-0.0027827161437482,0.8415285348892212,-0.0024913945832618,0.9157625436782836,-0.0015668992532745,2,2,-13.599609375,-3.741916564590935e-07,0.0009032785892486572,1.125275694750772
2017-12-18,0.2993319034576416,0.2993319034576416,2,negative,10388.75,10388.75,10443.5498046875,10074.7998046875,230400,Top gainers and losers of Monday session; Top gainers and losers of Monday session,-0.0237266357550191,-0.0240126454693155,0.0359660333666291,1,-0.0054392946509967,-0.0302202089098784,-0.0029826252194016,0.0206447819259206,-0.0025500858186544,0.0127196677243836,-0.0018112954774455,0.0101969453112999,0.8480735421180725,0.0175614762405624,0.8471702635288239,-0.0027827161437482,0.8415285348892212,-0.0024913945832618,0,0,-313.9501953125,-5.398910902890557e-07,-0.5487416386604309,1.1278637164675935
2017-12-20,0.8604815006256104,0.8604815006256104,1,positive,10444.2001953125,10444.2001953125,10494.4501953125,10437.150390625,175200,Sensex : Top gainers and losers of Tuesday session,0.0359660333666291,0.0353343569741604,-0.0458554843060798,0,-0.0048145325227023,-0.0006749970850486,0.0099336246173908,0.0305686404180082,0.0018424166239592,0.0194028408438164,0.001139687615667,0.0142624143137631,0.2993319034576416,-0.0237266357550191,0.8480735421180725,0.0175614762405624,0.8471702635288239,-0.0027827161437482,2,2,-7.0498046875,-4.6128802810265866e-07,0.5611495971679688,0.8789885611077664
2018-03-26,0.2556466162204742,0.2556466162204742,2,negative,10130.650390625,10130.650390625,10143.5,9958.5498046875,262600,Market Now : Over 210 stocks hit fresh 52 - week lows on NSE; Market Now : Over 210 stocks hit fresh 52 - week lows on NSE,-0.0458554843060798,-0.0469401350504952,0.0181854375877354,1,-0.001290309294728,-0.0169881082952742,-0.0112053622314899,0.0423234793767553,-0.0032708029191702,0.0264863435135213,-0.0020068833486078,0.0190256611485505,0.8604815006256104,0.0359660333666291,0.2993319034576416,-0.0237266357550191,0.8480735421180725,0.0175614762405624,0,0,-172.1005859375,-1.295679913274772e-07,-0.6048348844051361,1.2184484038604306
2018-03-27,0.8893166184425354,0.8893166184425354,1,positive,10184.150390625,10184.150390625,10207.900390625,10139.650390625,225700,"Market Now : Over 100 stocks defy market sentiment , hit 52 - week lows",0.0181854375877354,0.0180220602700289,-0.0042161216958255,0,-0.0023422898310141,-0.0043695348451417,0.0027653288827615,0.043035160077793,-0.0004490405133117,0.0277214986480386,-0.0003551953539856,0.0197418520354341,0.2556466162204742,-0.0458554843060798,0.8604815006256104,0.0359660333666291,0.2993319034576416,-0.0237266357550191,2,2,-44.5,-2.3100301694620094e-07,0.6336700022220612,0.9821583986074848
2018-03-28,0.2668443918228149,0.2556466162204742,4,negative,10113.7001953125,10113.7001953125,10158.349609375,10096.900390625,344400,"PNB : Market Now : PNB , SBI among most traded stocks on NSE; Market Now : PNB , SBI among most traded stocks on NSE; Market Now : Over 80 stocks hit fresh 52 - week lows on NSE",-0.0042161216958255,-0.0042250345976433,0.0030553544336877,1,-0.004422091170074,-0.001661093799803,-0.0106287228047233,0.0324984770256825,-0.0006954301008208,0.0277503263027242,0.0001983838299127,0.0194983819937483,0.8893166184425354,0.0181854375877354,0.2556466162204742,-0.0458554843060798,0.8604815006256104,0.0359660333666291,0,0,-16.7998046875,-4.379652169471657e-07,-0.6224722266197205,1.390616167326173
2018-04-02,0.2837257385253906,0.2837257385253906,2,negative,10211.7998046875,10211.7998046875,10220.099609375,10127.75,225400,"Market Now : Over 60 stocks defy market sentiment , hit fresh 52 - week lows on NSE; Market Now : Over 60 stocks defy market sentiment , hit fresh 52 - week lows on NSE",0.0030553544336877,0.0030506963240354,0.0161042294068278,1,-0.0008195112130038,-0.0082306553492087,0.0056748901085325,0.0114282080812156,0.00013857998167,0.0277648647013975,9.6771502512765e-05,0.0194780605279392,0.2668443918228149,-0.0042161216958255,0.8893166184425354,0.0181854375877354,0.2556466162204742,-0.0458554843060798,0,0,-84.0498046875,-8.091740149626522e-08,0.01688134670257574,0.9138084813103057
2018-04-06,0.2931735217571258,0.2931735217571258,2,negative,10331.599609375,10331.599609375,10350.4501953125,10290.849609375,200200,Market Now : Over 20 stocks hit fresh 52 - week lows on NSE; Market Now : Over 20 stocks hit fresh 52 - week lows on NSE,0.0161042294068278,0.0159759318933475,0.0062919974985362,1,-0.0018317813060184,-0.0039442101456412,0.00498115404823,0.0102961495400127,-6.959813743488499e-05,0.0276175293124236,0.0003393547149721,0.0196674332369262,0.2837257385253906,0.0030553544336877,0.2668443918228149,-0.0042161216958255,0.8893166184425354,0.0181854375877354,0,0,-40.75,-1.7800097907850493e-07,0.009447783231735174,0.7955177620599221
2018-04-11,0.4910356005032857,0.8415859341621399,3,positive,10417.150390625,10417.150390625,10428.150390625,10355.599609375,250400,"Market Now : Over 20 stocks defy cautious market sentiment , hit fresh 52 - week highs; Stocks to Buy; SGX bypasses India ban , to continue trading Nifty futures by another name",0.0062919974985362,0.0062722855241946,0.0038288840936939,1,-0.00106222724081,-0.0059086006193587,0.0084838604463506,0.00679496003687,0.0042187780416444,0.0255879230313775,0.0008343461114949,0.01972805855263,0.2931735217571258,0.0161042294068278,0.2837257385253906,0.0030553544336877,0.2668443918228149,-0.0042161216958255,2,2,-61.55078125,-1.0257515555626136e-07,0.1978620787461599,1.0047347724901694
2018-04-12,0.1622840166091919,0.2418529093265533,8,negative,10458.650390625,10458.650390625,10469.900390625,10395.25,238600,Singapore Exchange Ltd : SGX to offer Indian stock - based derivatives; SGX to offer Indian stock - based derivatives; Market Now : Check out the stocks that cracked over 6 % on NSE,0.0038288840936939,0.0038215725743563,0.0054063341730599,1,-0.0010822250547124,-0.0060620049678523,0.0087417036663527,0.0064939834362776,-0.0003722432830605,0.021498729766166,0.0007350866704493,0.0197077887784691,0.4910356005032857,0.0062919974985362,0.2931735217571258,0.0161042294068278,0.2837257385253906,0.0030553544336877,0,0,-63.400390625,-1.0410765058198696e-07,-0.3287515838940938,0.9475774424146147
2018-04-13,0.6899274786313375,0.7315583229064941,3,positive,10480.599609375,10480.599609375,10519.900390625,10451.4501953125,213100,The legality of SGX Nifty ( or should we say shifty ?) move; SGX : Singapore Nifty giraffe beats India data ban by a neck; Infosys Share Price,0.0054063341730599,0.0053917724087297,-0.0052720517160587,0,-0.0037603184740454,-0.0027812735100027,0.00517573858843,0.0012476428391235,0.0069508736425308,0.0077722019860198,0.0018400353616802,0.0194882419178424,0.1622840166091919,0.0038288840936939,0.4910356005032857,0.0062919974985362,0.2931735217571258,0.0161042294068278,2,2,-29.1494140625,-3.5978915880323593e-07,0.5276434620221456,0.9448434867429281
2018-04-16,0.055949052174886,0.0245532393455505,6,negative,10528.349609375,10528.349609375,10540.150390625,10396.349609375,195000,"NSE : Market Now : Over 25 stocks hit fresh 52 - week lows on NSE; Market Now : Sensex , Nifty trade lower ; these are the top losers on NSE; Market Now : Over 25 stocks defy subdued market mood , hit fresh 52 - week highs",-0.0052720517160587,-0.0052859980193911,0.009551504612778,1,-0.0011350889199953,-0.0125375775783946,0.0013210555168983,0.0057640163451517,0.0035998037419887,0.0071533154691079,0.0015753816143385,0.0195630822769584,0.6899274786313375,0.0054063341730599,0.1622840166091919,0.0038288840936939,0.4910356005032857,0.0062919974985362,0,0,-132.0,-1.0918148798802645e-07,-0.6339784264564515,0.8885446094960358
2018-04-17,0.8885008692741394,0.8885008692741394,1,positive,10548.7001953125,10548.7001953125,10560.4501953125,10495.650390625,206100,Market Now : Check out the stocks that hit fresh 52 - week highs on NSE,0.009551504612778,0.0095061773927879,0.0030298079208035,1,-0.0011195113749687,-0.0050290371045973,0.0032285956899264,0.007647964711885,0.0055666075003607,0.0065099330109422,0.0024355886997699,0.0196351430006014,0.055949052174886,-0.0052720517160587,0.6899274786313375,0.0054063341730599,0.1622840166091919,0.0038288840936939,2,2,-53.0498046875,-1.0666431648377676e-07,0.8325518170992534,0.9341007976794778
2018-04-20,0.539586091041565,0.8411936163902283,5,positive,10564.0498046875,10564.0498046875,10582.349609375,10527.4501953125,244600,"Market Now : PNB , Hindalco among most traded stocks on NSE; PNB : Market Now : PNB , Hindalco among most traded stocks on NSE; Market Now : Check out the stocks that cracked up to 14 % on NSE",0.0030298079208035,0.0030252273027147,-0.0011873720386315,0,-0.0017382941118684,-0.0034645434328376,0.0024364202725076,0.0074295718069355,0.0055629579985201,0.0065115824209845,0.002850768990095,0.0195776836732285,0.8885008692741394,0.009551504612778,0.055949052174886,-0.0052720517160587,0.6899274786313375,0.0054063341730599,2,2,-36.599609375,-1.6512014586802802e-07,-0.34891477823257444,1.114452341899034
2018-04-23,0.3727897778153419,0.4052935540676116,8,positive,10584.7001953125,10584.7001953125,10638.349609375,10514.9501953125,194200,Aurobindo Pharma Ltd spurts more than 3 % ; Max Financial Services Ltd rose for a fifth straight session today; Tech Mahindra Ltd is up for a third straight session today,-0.0011873720386315,-0.0011880775233143,0.0051402815689602,1,-0.0051022033453298,-0.0065897001060917,0.0037979801649833,0.0054104929887297,0.0030927292205973,0.004935223313954,0.0015115655415812,0.0191301357649386,0.539586091041565,0.0030298079208035,0.8885008692741394,0.009551504612778,0.055949052174886,-0.0052720517160587,2,2,-69.75,-4.852332393932147e-07,-0.16679631322622307,0.9221272554605888
